name,website,email,phone,address,mission_statement,year_founded,popu_served,twitter,facebook,linkedin,instagram,programs,county
"Adoption Options, Inc",http://www.adoption-options.com,[email protected],3036951601,"1355 S. Colorado Blvd., Suite 501, Denver, CO, 80222","Adoption Options is an inclusive non-profit adoption agency dedicated to enriching the lives of children, youth and families.  We provide education, placement services, counseling and support for all members of the adoption community.
",1981,All Populations,,,,,"Infant adoption, designated adoption, foster to adopt (flexible families), Fresh Beginnings (second chance adoptions), custody evaluations, relinquishment counseling, abbreviated home studies, and training and education.
",Denver
AdvocacyDenver,http://www.advocacydenver.org,[email protected],303-831-7733,"950 S Cherry St Suite 1100, Denver, CO, 80246","AdvocacyDenver promotes and protects the human rights of people with disabilities and actively supports their full inclusion and participation in the community throughout their lifetimes.
",1954,People Living With Disabilities,,https://www.facebook.com/advocacydenverco/,,,"AdvocacyDenver is a civil rights advocacy organization serving children and youth with disabilities and adults with intellectual and developmental disabilities and their families. AdvocacyDenver provides individual, legal, and policy advocacy in Denver county.
",Denver
Advocates for Children CASA,http://www.adv4children.org,[email protected],303.328.2353,"16965 Pine Lane #120, Parker, CO, 80134","Speaking up for abused and neglected children through Court Appointed Special Advocates, CASA volunteers.
",1985,Children and Youth,,,,,"Dependency & Neglect CASAs, Truancy CASAs, Tutoring, Legacy Project Mentoring, Juvenile Delinquency CASAs
",Douglas
AfterHours Denver,https://afterhoursdenver.org,[email protected],(720) 414-0424,"1550 Larimer St, Suite 477, Denver, CO, 80202","We provide essential resources to those experiencing homelessness and poverty, while also offering community to the spiritually independent.
",2008,"All Populations, People Experiencing Homelessness, Low Income, Urban",,https://www.facebook.com/AfterHoursDenver,,https://www.instagram.com/afterhoursdenver,"We make and serve sack lunches everyday to those experiencing homelessness and poverty. We also run two annual free markets in Civic Center Park and Liberty Park where homeless and impoverished individuals can gather essential supplies. These two events are called Thankful for Long Johns and Christmas in the Park. They take place on Thanksgiving Day and Christmas Day. In addition, we create spaces in public places where the spiritually independent can build community.
",Denver
Aims Community College Foundation,https://www.aims.edu/foundation,[email protected],9703396556,"5401 W. 20th Street, Greeley, CO, 80634","To support the goals and objectives of Aims Community College by providing supplemental resources to ensure student success.
",1979,All Populations,,,,,"Scholarship development
Endowments
Program support
",Weld
Alameda Connects ,https://alamedaconnects.org/,[email protected],3032741807,"393 S. Harlan St., 210B, Lakewood, CO, 80226","We Foster Opportunity and Prosperity by Cultivating Connections Through the Celebration of our Vibrant Community
",1997,All Populations,https://twitter.com/AlamedaGateway,https://www.facebook.com/AlamedaConnects/,,https://www.instagram.com/alamedagateway/,"Arts, Street Beautification, Community development, economic development, safety
14,Kuda Vana Partnership,http://www.kudavana.org,[email protected],720-515-5148,"P.O. Box 631066, Littleton, CO, 80163","Kuda Vana Partnership exists to empower the most vulnerable children of Zimbabwe to not just survive, but thrive.
",2008,Children and Youth,https://twitter.com/KudaVana,https://www.facebook.com/KudaVanaPartnership/,,https://www.instagram.com/kudavana/,"Kuda Vana's staff provide whole-person care to each child, including love, nutrition, security, healthcare, education, life-skills and spiritual and emotional guidance - enabling them to live more independent, dignified, and enriched lives. 
The organization has four principle programs:
Children's Home: Group home structures provide family love, support and care for orphaned and abandoned children.
School: Provides quality education for PS-7th grade students on campus, emotionally and academically preparing them for high school.
Family Assistance Program: Empowers families experiencing food scarcity to stay in tact through seed programs, scholarships and healthcare aid.
Youth Transition Program: Provides a continuum of care and tuition assistance to young people aging out of Kuda Vana Children's Home.
",Douglas
15,La Foret Conference & Retreat Center,http://www.laforet.org,[email protected],719-495-2743,"6145 Shoup Rd, Colorado Springs, CO, 80908","In a world, which needs compassion, tolerance and love the La Foret Conference and Retreat Center is a welcoming and safe haven committed to –
•	Inspiring healthy and confident future generations, and
•	Stewarding the Alice B. Taylor gift and its environs
•	Living the values of the United Church of Christ
We provide facilities and programs to those who promote these values.
",1944,All Populations,,https://www.facebook.com/photo.php?fbid=1170681873049659&set=a.360099107441277.1073741826.100003235730323&type=3,,,"With meeting, dining, and sleeping facilities for groups large or small, La Foret is proud to host a variety of events and groups ranging from corporate, educational, and spiritual to family gatherings, weddings, receptions and team building retreats.  La Foret offers adult educational and spiritual programs and children and youth camps for multiple denominations.  Go to www.laforet.org/events for information.
",El Paso
16,Laboratory To Combat Human Trafficking,http://www.combathumantrafficking.org,[email protected],303-295-0451,"1031 33RD ST STE 237, Denver, CO, 80205","To inform social change that eliminates human exploitation.
",2009,All Populations,http://twitter.com/lab2cht,http://facebook.com/lab2cht,https://www.linkedin.com/company/818959,http://instagram.com/lab2cht,"Research, training/education, leadership development, statewide hotline
",Denver
17,LARADON,http://www.laradon.org,[email protected],3032962400,"5100 LINCOLN ST, Denver, CO, 80216","Laradon’s Mission is to be an organization of excellence that provides superior, individualized services to children and adults with intellectual, developmental and other disabilities, supporting their independence in daily life and maximizing their full potential.
",1948,People Living With Disabilities,,,,,"Development disability services. Programs are: Early Intervention (ages 0-3), Schooling (ages 5-21), Residential Child Care Facility (ages 11 - 17),  adult residential, adult day and adult community access and employment.
",Denver
18,Larimer Humane Society,http://www.larimerhumane.org,[email protected],9702263647,"3501 E 71st Street, Loveland, CO, 80538","Larimer Humane Society's mission to further the compassionate, safe, and responsible relationship between animals and people.
",1969,Animals,,,,,"Animal Care and Placement, Animal Protection and Control Services, Veterinary Services, Foster Care, Emergency Planning & Response, Community Outreach and Humane Education and more.
",Larimer
19,Latin American Educational Foundation,http://www.laef.org,[email protected],13038101088,"1035 Osage St 8th Floor, Denver, CO, 80204","Providing access to higher education for Hispanics in Colorado. The Latin American Educational Foundation advances the educational leadership and economic status ofall Hispanics to improve the greater community.
",1949,Latino/Hispanic,,,,,"Scholarship Provider and Pre-Collegiate, college assistance services
",Denver
20,Latino Community Foundation of Colorado,,,7209237614,"2250 South Oneida Street, Suite 102, Denver, CO, 80224",,,Latino/Hispanic,,,,,,Denver
21,Lazarus Gate,https://lazarusgate.org,[email protected],720-440-3629,"PO Box 31019, Aurora, CO, 80011","Lazarus Gate provides shelter (including means) for homeless individuals with a terminal illness in need of hospice care.
",2019,"African-American, Asian-American, People Living With Disabilities, Elderly, Gay, Lesbian, Bisexual, Transgender, People Experiencing Homelessness, Latino/Hispanic, American Indian/Native American, Veterans",,https://www.facebook.com/lazarusgate,https://www.linkedin.com/company/lazarus-gate/,https://www.instagram.com/lazarusgate/,"End of life care, shelter and resources for terminally ill unhoused individuals.
",Arapahoe
22,Leaf411,Https://www.leaf411.org,[email protected],415-806-5541,"3457 Ringsby Ct, Suite 240, Denver, CO, 80216","To provide free education and materials to the general public about the health consequences of cannabis use by means of an informational support hotline staffed by cannabis-trained registered nurses.
",2018,All Populations,https://twitter.com/Leaf411org,https://www.facebook.com/leaf411org/,https://www.linkedin.com/company/67449386/,https://www.instagram.com/leaf411org/?hl=en,"Cannabis-trained nurse hotline, Community Outreach, Affordability
",Denver
23,League of Women Voters of Colorado,http://lwvcolorado.org,[email protected],3038630437,"1410 Grant St., suite B204, Denver, CO, 80203","The League of Women Voters of Colorado promotes informed participation in government by providing non-partisan educational information on topics of public concern and on the processes of government.
",1990,All Populations,https://twitter.com/LWVColorado,https://www.facebook.com/League-of-Women-Voters-of-Colorado-538525989655817/,,,"Voter educational and empowerment programs.
",Denver
24,Learning for Living Institute,http://www.learningforliving.org,[email protected],3034494204,"325 Canyon Blvd, Boulder, CO, 80302","To help create and promote a vision of education which offers young people the tools they need to live happy, successful lives, and empowers human beings to live sustainably, ethically, and kindly on the earth for all generations to come.
",1999,Other,,,,,"Creating life skills programs for college students with a individualized methodology that promotes self-understanding and exploration, intrinsic motivation, and strength development.
",Boulder
25,Legal Entrepreneurs for Justice,http://www.lejco.org,[email protected],9175765342,"3900 E. Mexico Ave., Suite 300, Denver, CO, 80210","LEJ lawyers are committed to offering predictable pricing and flexible representation options and leveraging technology and innovation from other industries to increase client engagement and efficiency.
",2019,All Populations,,,http://linkedin.com/company/legalentreprneursforjustice,https://www.instagram.com/lejcolorado/,"Legal Entrepreneurs for Justice (LEJ) is a small business incubator for socially conscious lawyers providing affordable legal solutions to low and middle-income people in Colorado. LEJ provides the training, mentoring, resources, and support these lawyers need to establish their own law practices.
",Denver
26,Lighthouse Writers Workshop,http://lighthousewriters.org,[email protected],3032971185,"1515 Race St., Denver, CO, 80206","The mission of Lighthouse Writers Workshop is to provide the highest caliber of artistic education, support, and community for writers and readers from the Rocky Mountain Region and beyond, so that literature maintains its proper prominence in the culture and individuals achieve their fullest potential as artists and humans.
",1997,All Populations,https://twitter.com/lighthousewrite,https://www.facebook.com/lighthousewriters,,https://www.instagram.com/lighthousewriters/,"To achieve this mission, Lighthouse has identified seven goals:
Lighthouse attracts literary types of all ages and from all walks of life, inviting them to connect with our programming and community, both to enrich their art and enrich their lives.
Lighthouse provides a lifelong educational environment that fosters the artistic, intellectual, and personal growth of its community and provides continuing support as they embark on successful careers and productive lives as artists and citizens.
Lighthouse continually elevates its educational and artistic standards, remaining open and responsive to changing conditions in the worldwide literary arts scene.
Lighthouse attracts and retains talented and renowned faculty members in all disciplines by providing a collaborative work environment and involving them fully in the artistic and educational life of the community.
Lighthouse upholds its commitment to a diverse community by nurturing an inclusive, supportive, and welcoming environment .
Lighthouse takes an active role in preserving the future of the literary arts by providing exemplary arts education programs, encouraging its members and youth to serve as advocates for the literary arts in society.
Lighthouse tirelessly promotes the belief that writing and reading create a deep understanding of ourselves and others, and thereby encourages compassion and empathy in our society.
",Denver
27,Lightning and Love Foundation,http://www.lightningandlove.org,[email protected],12108843950,"6522 SOUTH ALBION WAY, Centennial, CO, 80121","To raise awareness, advance scientific research through fundraising and advocacy, and find a cure for diseases caused from mutations in the THAP12 gene ultimately transforming the lives of those affected.
",2020,"Children and Youth, People Living With Disabilities",,http://www.facebook.com/lightningandlove,,https://www.instagram.com/lightningandlove/andlove,"Sponsorship of Humanized mouse model creation through University of Montreal
Sponsorship of stable genetic knockout Zebrafish model creation
Partnership to pursue research through knockout brain organoid model
",Arapahoe
28,Lincoln Hills Cares,http://www.lincolnhillscares.org,[email protected],303-718-7116,"2530 N. Washington St, Suite 100, Denver, CO, 80205","Lincoln Hills Cares develops the next generation of young leaders through outdoor education and recreation, cultural history exploration, and workforce advancement. Our programs empower youth who may not otherwise have the opportunity, due to economic, social or family circumstances.
",2016,All Populations,,https://www.facebook.com/lincolnhillscares/,,https://www.instagram.com/lincolnhillscares/,"Lincoln Hills Cares provides outdoor education programs and experiences for Metro Denver youth and families. We aim to fulfill our mission through unique programming and preservation efforts. Through a variety of partnerships with local and regional organizations we continue to expand our reach and are able to provide programs for a growing amount of youth, young adults and families who may not otherwise have the opportunity.
",Denver
